Wall time,Step,Value
1604486419.7113547,5,2.6265599727630615
1604486420.0343602,6,2.3485941886901855
1604486421.470876,10,2.1356377601623535
1604486421.8208783,11,1.9168102741241455
1604486422.9511817,14,1.9216694831848145
1604486423.3101847,15,2.0067038536071777
1604486424.3649013,18,1.7869224548339844
1604486424.7088985,19,1.9081460237503052
1604486425.058909,20,2.06837797164917
1604486426.5579238,24,2.056976079940796
1604486430.0537865,33,1.7523796558380127
1604486431.251296,36,1.993448257446289
1604486432.8618128,40,1.594873070716858
1604486433.6593797,42,1.7110004425048828
1604486434.5684688,44,1.8963500261306763
1604486435.0344722,45,1.6490023136138916
1604486436.12047,47,1.9122636318206787
1604486437.1510987,49,1.636939525604248
1604486441.3709347,53,1.7988735437393188
1604486441.9289749,54,1.7090919017791748
1604486442.4719732,55,1.716231346130371
1604486443.0159996,56,1.7834779024124146
1604486443.5590065,57,1.5034574270248413
1604486446.9288244,63,1.7138055562973022
1604486448.0259604,65,1.5890257358551025
1604486448.7360668,66,1.8224421739578247
1604486449.3281388,67,1.866378903388977
1604486449.8091369,68,1.7347747087478638
1604486451.3351543,71,1.627589225769043
1604486451.811152,72,1.9779621362686157
1604486452.2951517,73,1.8289427757263184
1604486452.794672,74,1.671979546546936
1604486455.3367696,79,1.6423346996307373
1604486457.9727716,84,1.662436604499817
1604486459.565807,87,1.8022419214248657
1604486460.0858054,88,1.6689867973327637
1604486463.1768384,94,1.6165771484375
1604486469.6320455,102,1.6263084411621094
1604486471.2780652,105,1.8057780265808105
1604486471.867106,106,1.526516079902649
1604486475.9296522,113,1.6209768056869507
1604486477.7527192,116,1.6178936958312988
1604486478.9643247,118,1.6994335651397705
1604486483.3303685,125,1.5643285512924194
1604486483.9438453,126,1.6898186206817627
1604486485.7736754,129,1.7631841897964478
1604486486.3542223,130,1.6437455415725708
1604486490.6688344,137,1.7841771841049194
1604486491.9228754,139,1.5777132511138916
1604486493.329384,141,1.6594988107681274
1604486493.975823,142,1.5899499654769897
1604486494.7569206,143,1.552994966506958
1604486500.000011,150,1.6779744625091553
1604486505.8912556,155,1.7521963119506836
1604486507.4838676,157,1.4750288724899292
1604486508.2676296,158,1.788590431213379
1604486508.970729,159,1.6941667795181274
1604486511.3495498,162,1.817659616470337
1604486513.7125924,165,1.688637137413025
1604486515.4276252,167,1.5031741857528687
1604486516.2626245,168,1.381907343864441
1604486518.5897052,171,1.7302796840667725
1604486523.4435215,177,1.6760268211364746
1604486524.2545798,178,1.551747441291809
1604486525.9745817,180,1.6942760944366455
1604486528.624807,183,1.4820079803466797
1604486530.3533518,185,1.4994837045669556
1604486531.1623814,186,1.5844743251800537
1604486532.828655,188,1.478359341621399
1604486534.6632495,190,1.7272897958755493
1604486535.622517,191,1.6393795013427734
1604486542.2164395,198,1.704175353050232
1604486554.4776447,206,1.6857402324676514
1604486555.3856423,207,1.8211562633514404
1604486556.3877342,208,1.7114468812942505
1604486560.2934842,212,1.85654878616333
1604486569.9496963,222,1.6986048221588135
1604486570.810697,223,1.7190229892730713
1604486572.8462088,225,1.616468906402588
1604486574.7805572,227,1.7834384441375732
1604486576.568334,229,1.6968022584915161
1604486579.4116473,232,1.5627168416976929
1604486580.2846467,233,1.512924075126648
1604486581.164646,234,1.494415283203125
1604486584.4745593,237,1.5909258127212524
1604486593.9275665,247,1.6449297666549683
1604486595.9575648,249,1.6300967931747437
1604486604.759488,255,1.652427315711975
1604486608.1171556,258,1.793280005455017
1604486609.0533917,259,1.5960361957550049
1604486609.9773927,260,1.873264193534851
1604486611.0313947,261,1.7367511987686157
1604486613.1592698,263,1.5552376508712769
1604486618.1005352,267,1.691813588142395
1604486620.3791058,269,1.5546165704727173
1604486622.6924696,271,1.6203441619873047
1604486624.9181023,273,1.5633883476257324
1604486630.380671,278,1.5869327783584595
1604486636.4877424,284,1.4510570764541626
1604486643.8306835,291,1.5189512968063354
1604486644.903649,292,1.4182181358337402
1604486650.26976,297,1.841041922569275
1604486651.3538954,298,1.596144199371338
1604486656.6696424,301,1.632824182510376
1604486657.7382066,302,1.7090634107589722
1604486658.8643265,303,1.8405365943908691
1604486663.3645291,307,1.6202962398529053
1604486664.768223,308,1.766803503036499
1604486667.1072755,310,1.7360491752624512
1604486670.8556216,313,1.6116526126861572
1604486675.3585954,317,1.811515212059021
1604486676.3755949,318,1.379986047744751
1604486677.4126248,319,1.7127039432525635
1604486678.5942152,320,1.5322039127349854
1604486680.7933679,322,1.4845798015594482
1604486684.1325486,325,1.634962797164917
1604486685.1531026,326,1.4383436441421509
1604486686.3666954,327,1.66152024269104
1604486689.848281,330,1.5982153415679932
1604486693.5674746,333,1.897228717803955
1604486700.7891443,339,1.637891173362732
1604486703.271706,341,1.6062541007995605
1604486707.112871,344,1.6548758745193481
1604486708.2845402,345,1.523367166519165
1604486710.6151974,347,1.7811224460601807
1604486711.9431965,348,1.6544654369354248
1604486720.1712358,353,1.4634618759155273
1604486721.3212337,354,1.733666181564331
1604486726.228668,358,1.5383561849594116
1604486729.0871866,360,1.5935733318328857
1604486732.860305,363,1.6179471015930176
1604486740.026994,367,1.4266806840896606
1604486746.7306557,371,1.5600680112838745
1604486749.6848342,373,1.719182014465332
1604486755.3772724,377,1.5122036933898926
1604486756.5608165,378,1.642227053642273
1604486757.7717984,379,1.6223090887069702
1604486760.6204014,381,1.4613244533538818
1604486767.0272152,386,1.4494034051895142
1604486768.2732701,387,1.5273964405059814
1604486772.8641572,391,1.6032716035842896
1604486774.2791853,392,1.6765320301055908
1604486775.4331884,393,1.6445744037628174
1604486789.9873505,403,1.5026435852050781
1604486796.5167534,408,1.6491084098815918
1604486806.297028,415,1.7120338678359985
1604486807.639541,416,1.6872447729110718
1604486813.93325,421,1.679108738899231
1604486815.1969454,422,1.5464136600494385
1604486817.5511,424,1.682196855545044
1604486820.026899,426,1.4445656538009644
1604486825.0818002,430,1.5350409746170044
1604486837.4628632,439,1.6157809495925903
1604486840.185785,441,1.345829725265503
1604486841.5043147,442,1.2880511283874512
1604486845.5712073,445,1.4214754104614258
1604486855.4896715,451,1.7005478143692017
1604486866.276175,459,1.4281197786331177
1604486867.6969135,460,1.4111762046813965
1604486869.0484576,461,1.6313095092773438
1604486872.0040405,463,1.426068902015686
1604486873.337041,464,1.5067265033721924
1604486877.3926759,467,1.6244364976882935
1604486878.696704,468,1.526206374168396
1604486885.7198274,473,1.632599115371704
1604486887.2958038,474,1.56692636013031
1604486902.8892667,485,1.670818567276001
1604486907.3898327,488,1.6043883562088013
1604486909.044836,489,1.3572348356246948
1604486912.1208913,491,1.4321643114089966
1604486915.1577086,493,1.5901366472244263
1604486919.557687,496,1.8016407489776611
1604486938.2135665,507,1.5424495935440063
1604486946.0787156,511,1.4339085817337036
1604486947.839552,512,1.3684862852096558
1604486950.7097275,514,1.3882218599319458
1604486954.9342763,517,1.3985446691513062
1604486957.872525,519,1.4008207321166992
1604486965.864771,524,1.4538902044296265
1604486967.6827674,525,1.4959100484848022
1604486978.4849024,531,1.6743509769439697
1604486981.9866295,533,1.7523894309997559
1604486983.7032175,534,1.5267847776412964
1604486985.4923828,535,1.5932499170303345
1604486987.611448,536,1.5758411884307861
1604486989.7475588,537,1.4172005653381348
1604486991.410698,538,1.4694935083389282
1604486994.7447984,540,1.3618484735488892
1604486997.8075242,542,1.4997892379760742
1604487005.907622,547,1.508897066116333
1604487007.5760422,548,1.649899959564209
1604487009.0551054,549,1.64640474319458
1604487014.3966088,551,1.5882797241210938
1604487020.3150988,555,1.64384925365448
1604487023.58739,557,1.548896312713623
1604487026.7264717,559,1.4049237966537476
1604487032.650275,563,1.495924472808838
1604487034.0983078,564,1.647104263305664
1604487035.576606,565,1.589038372039795
1604487041.7925048,569,1.4505256414413452
1604487047.869805,573,1.556492567062378
1604487049.4468422,574,1.6130294799804688
1604487054.5595555,577,1.5388895273208618
1604487057.976305,579,1.5640884637832642
1604487059.6364923,580,1.3258310556411743
1604487061.356715,581,1.2989331483840942
1604487062.8677127,582,1.5553028583526611
1604487064.5182083,583,1.4972959756851196
1604487065.9979851,584,1.482017159461975
1604487069.1693811,586,1.367615818977356
1604487070.6780784,587,1.8090929985046387
1604487078.9684665,592,1.4020682573318481
1604487080.4051986,593,1.4276529550552368
1604487085.605346,596,1.6306354999542236
1604487087.1535492,597,1.417742371559143
1604487091.79016,600,1.4068769216537476
1604487096.9782815,602,1.4099055528640747
1604487103.433545,606,1.523954153060913
1604487106.8143744,608,1.378440499305725
1604487110.2945218,610,1.3920921087265015
1604487113.4734557,612,1.5042563676834106
1604487118.1572664,615,1.4459458589553833
1604487124.868304,619,1.5416555404663086
1604487126.703229,620,1.452576994895935
1604487130.0943437,622,1.5453481674194336
1604487135.1913621,625,1.4475834369659424
1604487142.3535721,629,1.420035481452942
1604487152.3641248,634,1.4900760650634766
1604487164.1554863,641,1.4157330989837646
1604487165.817091,642,1.523902177810669
1604487169.060085,644,1.4978998899459839
1604487170.9351435,645,1.5420222282409668
1604487172.7867932,646,1.3821011781692505
1604487174.6006553,647,1.4655853509902954
1604487177.7668474,649,1.536415696144104
1604487184.8649871,652,1.5796349048614502
1604487193.7980278,656,1.600489616394043
1604487195.6804478,657,1.4364248514175415
1604487202.936053,661,1.4449846744537354
1604487208.5085673,664,1.5477938652038574
1604487215.826057,668,1.3069614171981812
1604487221.3110592,671,1.4475783109664917
1604487223.1928647,672,1.58011794090271
1604487224.8549917,673,1.3473644256591797
1604487226.5360537,674,1.607742190361023
1604487228.3362017,675,1.4945619106292725
1604487232.144018,677,1.4375840425491333
1604487233.9120178,678,1.6233742237091064
1604487235.5689492,679,1.523870587348938
1604487239.008733,681,1.4520896673202515
1604487241.0118628,682,1.3356211185455322
1604487242.844963,683,1.5665594339370728
1604487244.5879674,684,1.4547450542449951
1604487248.3431578,686,1.5093532800674438
1604487252.4098248,688,1.5231279134750366
1604487254.160346,689,1.6172465085983276
1604487266.8102188,696,1.571919560432434
1604487273.4386597,699,1.4325664043426514
1604487275.390937,700,1.733322262763977
1604487279.8409476,701,1.2163819074630737
1604487283.7301295,703,1.5047630071640015
1604487289.061506,706,1.4558019638061523
1604487292.5049672,708,1.3757320642471313
1604487295.81783,710,1.2418711185455322
1604487303.241377,714,1.3276985883712769
1604487310.9737506,718,1.3621490001678467
1604487317.104596,721,1.1833107471466064
1604487318.947675,722,1.6203336715698242
1604487320.7782507,723,1.3623592853546143
1604487323.1039698,724,1.5819371938705444
1604487324.797161,725,1.387056827545166
1604487334.1187127,730,1.3490694761276245
1604487345.6855166,736,1.3734394311904907
1604487349.5215294,738,1.317373514175415
1604487351.5186834,739,1.402567982673645
1604487353.5038736,740,1.5344181060791016
1604487359.1786096,743,1.3398511409759521
1604487364.3979573,746,1.2784090042114258
1604487366.4224982,747,1.4869447946548462
1604487371.6802027,750,1.473991870880127
1604487375.8655562,751,1.5775882005691528
1604487377.8251362,752,1.3045399188995361
1604487381.300825,754,1.5033801794052124
1604487385.343923,756,1.4124864339828491
1604487396.285456,762,1.5426599979400635
1604487401.8154688,765,1.364707112312317
1604487403.5955863,766,1.1612365245819092
1604487408.820825,769,1.5400018692016602
1604487410.5809035,770,1.2177820205688477
1604487412.3940618,771,1.3261609077453613
1604487415.9060154,773,1.569636344909668
1604487417.763589,774,1.3975059986114502
1604487429.2114358,780,1.362749695777893
1604487437.281761,784,1.4034016132354736
1604487439.2798336,785,1.3239530324935913
1604487443.1006386,787,1.39788818359375
1604487447.0865197,789,1.358215093612671
1604487451.2625887,791,1.486109972000122
1604487453.7310312,792,1.481394648551941
1604487455.686553,793,1.4355971813201904
1604487457.8471835,794,1.3637531995773315
1604487459.834331,795,1.2734975814819336
1604487466.5785697,798,1.3003863096237183
1604487471.7632885,800,1.4212027788162231
1604487478.8632104,802,1.6041194200515747
1604487484.4205177,805,1.3192284107208252
1604487487.8656008,807,1.300247311592102
1604487489.8365328,808,1.2843785285949707
1604487491.465114,809,1.4514434337615967
1604487498.8959594,813,1.622072458267212
1604487502.7626672,815,1.4107818603515625
1604487504.513802,816,1.3136446475982666
1604487508.2518983,818,1.3713200092315674
1604487513.8122482,821,1.2390793561935425
1604487521.1384645,825,1.514122486114502
1604487526.8401878,828,1.4426543712615967
1604487533.213461,831,1.4480400085449219
1604487535.37212,832,1.0264413356781006
1604487539.4999692,834,1.149096965789795
1604487544.1412761,836,1.3133686780929565
1604487548.6025739,838,1.4870136976242065
1604487558.659041,843,1.5287740230560303
1604487565.2850327,846,1.2262340784072876
1604487567.5571804,847,1.408157229423523
1604487569.9738302,848,1.4882150888442993
1604487578.9170578,851,1.4248237609863281
1604487596.0220385,859,1.2982494831085205
1604487598.3441584,860,1.3794891834259033
1604487600.9482799,861,1.5637749433517456
1604487605.4851618,863,1.3125168085098267
1604487614.226116,867,1.4092743396759033
1604487618.1862001,869,1.496769666671753
1604487620.185363,870,1.3230124711990356
1604487628.610655,874,1.3695266246795654
1604487632.855249,876,1.3605376482009888
1604487635.0538478,877,1.3671177625656128
1604487642.2721314,880,1.3701403141021729
1604487647.0058434,882,1.5641095638275146
1604487651.4659905,884,1.391884446144104
1604487658.1001675,887,1.1281800270080566
1604487663.1427443,889,1.1724488735198975
1604487665.9973578,890,1.382233738899231
1604487671.2482185,892,1.385812759399414
1604487674.5871363,893,1.3568083047866821
