Wall time,Step,Value
1604492067.5069926,5,3.768446207046509
1604492067.9809842,6,2.934046983718872
1604492069.8795822,10,2.157196283340454
1604492070.35161,11,2.041085720062256
1604492071.8257837,14,2.141631841659546
1604492072.324313,15,2.0240659713745117
1604492073.8208313,18,1.8554095029830933
1604492074.3224669,19,1.7978370189666748
1604492074.8124719,20,2.113992691040039
1604492076.8676982,24,1.9239225387573242
1604492081.8406134,33,1.9127596616744995
1604492083.642453,36,1.8286702632904053
1604492086.104647,40,1.7253081798553467
1604492087.2656457,42,1.7823847532272339
1604492088.4654083,44,1.849660873413086
1604492089.0584555,45,1.7898777723312378
1604492090.2069585,47,1.6672437191009521
1604492091.5101411,49,1.7439398765563965
1604492095.955348,53,1.600037932395935
1604492096.6524704,54,1.937813401222229
1604492097.311077,55,1.8287252187728882
1604492097.9178524,56,1.6910200119018555
1604492098.503253,57,1.7538256645202637
1604492102.2944038,63,1.3141101598739624
1604492103.581436,65,1.6767477989196777
1604492104.310692,66,1.5991839170455933
1604492105.061515,67,1.5428239107131958
1604492105.8021226,68,1.9056265354156494
1604492107.6753752,71,1.672438144683838
1604492108.352374,72,1.649911880493164
1604492108.974426,73,1.5327283143997192
1604492109.6563458,74,1.8876924514770508
1604492113.1218982,79,1.6433420181274414
1604492116.5789135,84,1.6983722448349
1604492118.6782556,87,1.7483383417129517
1604492119.345257,88,1.8500217199325562
1604492123.7619934,94,1.6679800748825073
1604492132.0669553,102,1.4575159549713135
1604492134.2815263,105,1.7012709379196167
1604492135.0184484,106,1.7175171375274658
1604492140.4072511,113,1.7246501445770264
1604492142.8328485,116,1.474721074104309
1604492144.3699415,118,1.6496429443359375
1604492150.3454666,125,1.823130488395691
1604492151.107925,126,1.8814514875411987
1604492153.3447578,129,1.4657763242721558
1604492154.1423116,130,1.5275981426239014
1604492159.7578962,137,1.7356308698654175
1604492161.2521298,139,1.6397998332977295
1604492162.8176508,141,1.4018908739089966
1604492163.6153495,142,1.657753348350525
1604492164.449346,143,1.7749751806259155
1604492170.045678,150,1.577131748199463
